Platform Type	Center	Platform	Level	Sample	Barcode	File Name
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7873-10	TCGA-HT-7873-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7873-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-01	TCGA-HT-7874-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-01	TCGA-HT-7874-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-01	TCGA-HT-7874-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-01	TCGA-HT-7874-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-10	TCGA-HT-7874-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-10	TCGA-HT-7874-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-10	TCGA-HT-7874-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7874-10	TCGA-HT-7874-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7874-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-01	TCGA-HT-7875-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-01	TCGA-HT-7875-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-01	TCGA-HT-7875-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-01	TCGA-HT-7875-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-10	TCGA-HT-7875-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-10	TCGA-HT-7875-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-10	TCGA-HT-7875-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7875-10	TCGA-HT-7875-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7875-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-01	TCGA-HT-7877-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-01	TCGA-HT-7877-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-01	TCGA-HT-7877-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-01	TCGA-HT-7877-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-10	TCGA-HT-7877-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-10	TCGA-HT-7877-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-10	TCGA-HT-7877-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7877-10	TCGA-HT-7877-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7877-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-01	TCGA-HT-7879-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-01	TCGA-HT-7879-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-01	TCGA-HT-7879-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-01	TCGA-HT-7879-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-10	TCGA-HT-7879-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-10	TCGA-HT-7879-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-10	TCGA-HT-7879-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7879-10	TCGA-HT-7879-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7879-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-01	TCGA-HT-7880-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-01	TCGA-HT-7880-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-01	TCGA-HT-7880-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-01	TCGA-HT-7880-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-10	TCGA-HT-7880-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-10	TCGA-HT-7880-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-10	TCGA-HT-7880-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7880-10	TCGA-HT-7880-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7880-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-01	TCGA-HT-7881-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-01	TCGA-HT-7881-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-01	TCGA-HT-7881-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-01	TCGA-HT-7881-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-10	TCGA-HT-7881-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-10	TCGA-HT-7881-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-10	TCGA-HT-7881-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7881-10	TCGA-HT-7881-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7881-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7882-01	TCGA-HT-7882-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7882-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7882-01	TCGA-HT-7882-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7882-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7882-01	TCGA-HT-7882-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7882-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7882-01	TCGA-HT-7882-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7882-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-01	TCGA-HT-7884-01B-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-01B-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-01	TCGA-HT-7884-01B-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-01B-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-01	TCGA-HT-7884-01B-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-01B-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-01	TCGA-HT-7884-01B-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-01B-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-10	TCGA-HT-7884-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-10	TCGA-HT-7884-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-10	TCGA-HT-7884-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7884-10	TCGA-HT-7884-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7884-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-01	TCGA-HT-7902-01A-12D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-01A-12D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-01	TCGA-HT-7902-01A-12D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-01A-12D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-01	TCGA-HT-7902-01A-12D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-01A-12D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-01	TCGA-HT-7902-01A-12D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-01A-12D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-10	TCGA-HT-7902-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-10	TCGA-HT-7902-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-10	TCGA-HT-7902-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-7902-10	TCGA-HT-7902-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-7902-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8010-01	TCGA-HT-8010-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8010-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8010-01	TCGA-HT-8010-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8010-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8010-01	TCGA-HT-8010-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8010-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8010-01	TCGA-HT-8010-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8010-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-01	TCGA-HT-8011-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-01	TCGA-HT-8011-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-01	TCGA-HT-8011-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-01	TCGA-HT-8011-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-10	TCGA-HT-8011-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-10	TCGA-HT-8011-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-10	TCGA-HT-8011-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8011-10	TCGA-HT-8011-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8011-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-01	TCGA-HT-8012-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-01	TCGA-HT-8012-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-01	TCGA-HT-8012-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-01	TCGA-HT-8012-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-10	TCGA-HT-8012-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-10	TCGA-HT-8012-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-10	TCGA-HT-8012-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8012-10	TCGA-HT-8012-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8012-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-01	TCGA-HT-8013-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-01	TCGA-HT-8013-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-01	TCGA-HT-8013-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-01	TCGA-HT-8013-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-10	TCGA-HT-8013-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-10	TCGA-HT-8013-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-10	TCGA-HT-8013-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8013-10	TCGA-HT-8013-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8013-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-01	TCGA-HT-8018-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-01A-11D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-01	TCGA-HT-8018-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-01A-11D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-01	TCGA-HT-8018-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-01A-11D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-01	TCGA-HT-8018-01A-11D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-01A-11D-2391-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-10	TCGA-HT-8018-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-10A-01D-2392-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-10	TCGA-HT-8018-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-10A-01D-2392-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-10	TCGA-HT-8018-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-10A-01D-2392-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8018-10	TCGA-HT-8018-10A-01D-2392-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8018-10A-01D-2392-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8019-01	TCGA-HT-8019-01A-21D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8019-01A-21D-2391-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8019-01	TCGA-HT-8019-01A-21D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8019-01A-21D-2391-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8019-01	TCGA-HT-8019-01A-21D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8019-01A-21D-2391-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-HT-8019-01	TCGA-HT-8019-01A-21D-2391-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-HT-8019-01A-21D-2391-01__snp_analysis.nocnv_hg19.seg.txt
